名字,组成
牛黄上清丸,"['牛黄', '薄荷', '菊花', '荆芥穗', '白芷', '川芎', '栀子', '黄连', '黄柏', '黄芩', '大黄', '连翘', '赤芍', '当归', '地黄', '桔梗', '甘草', '石膏', '冰片']"
化积口服液,"['鸡内金', '莪术', '槟榔', '雷丸', '茯苓', '海螵蛸', '红花', '鹤虱', '使君子仁']"
风湿痛药酒,"['石南藤', '麻黄', '枳壳', '蚕砂', '黄精', '厚朴', '苦杏仁', '泽泻', '苍术', '牡丹', '川芎', '白术', '白芷', '木香', '石耳', '羌活', '小茴香', '猪牙皂', '补骨脂', '香附', '菟丝子', '当归', '乳香']"
丹香冠心注射液,"['丹参', '降香']"
乌枣健脑安神片,"['制何首乌', '石菖蒲', '补骨脂', '味子', '酸枣仁', '女贞子', '蜂花粉', '丹参']"
六味生脉片,"['丹参', '人参', '麦冬', '味子', '当归', '枸杞子']"
心脉通片,"['当归', '丹参', '决明子', '葛根', '桅花', '毛冬青', '夏枯草', '牛膝']"
益视颗粒,"['党参', '当归', '味子', '制何首乌', '金樱子', '覆盆子', '厚朴', '木香', '白术', '山楂', '石楠叶', '菟丝子', '神曲']"
消食健儿糖浆,"['南沙参', '白术', '谷芽', '麦芽', '香虫']"
润燥止痒胶囊,"['生地黄', '何首乌', '制何首乌', '桑叶', '苦参', '红活麻']"
烫疮油,"['冰片', '紫草', '当归', '白芷', '龙血竭', '虫白蜡', '麻油', '甘草']"
涩肠止泻散,"['膨润土', '岩陀', '辅料为葡萄糖', '橙味香精']"
宽胸舒气化滞丸,"['牵牛子', '陈度', '沉香', '木香']"
诺迪康胶囊,['圣地红最天']
调经益灵片,"['当归', '香附', '地骨', '人参', '白芍', '艾叶', '牡丹', '鳖甲', '白术', '川芎', '茯苓', '黄芪', '青蒿']"
珍牡胶囊,"['珍珠', '珍珠母', '牡蛎']"
胃复胶囊,"['海螵蛸', '延胡索', '白及', '砂仁', '厚朴', '术香', '沉香', '高良姜', '大黄', '浙贝母']"
龙骨颈椎胶囊,"['地龙', '马子', '红花', '威灵仙', '乳香', '骨碎补']"
平喘抗炎胶囊,"['桃儿', '桔梗', '苦杏仁']"
东方胃药胶囊,"['柴胡', '黄连', '香附', '白芍', '法落海', '枳实', '大黄', '延胡索', '川芎', '地黄', '牡丹', '吴茱萸', '薤白', '术香']"
北芪五加片,"['黄芪于浸膏', '刺浸膏']"
归羊颗粒,"['当归', '生姜', '羊肉']"
腰腿痛丸,"['麻黄', '马子粉', '羌活', '独活', '豹骨', '防风', '杜仲炭', '鸡血藤', '乳香', '投药', '鹿茸', '牛膝味']"
解表清金散,"['薄荷', '麻黄', '冰片', '清夏', '甘草', '桔梗', '前胡', '麦冬', '橘红', '苦杏仁', '黄芩', '茯苓', '紫苏叶', '石膏', '川贝母']"
鼻舒适片,"['苍耳子', '野菊花', '白芷', '鹅不食草', '防风', '墨旱莲', '白芍', '胆南星', '甘草', '蒺藜', '扑尔敏']"
精制银翘解毒片,"['扑热息痛', '淡豆豉', '金银花', '薄荷脑', '桔梗', '甘草', '牛蒡子', '连翘', '淡竹叶', '荆芥穗']"
滴耳油,"['核桃油', '薄荷油', '黄柏', '冰片', '倍子']"
熊胆跌打膏,"['人工麝香', '白芷', '羌活', '防风', '土鳖虫', '马子', '川芎', '重楼', '冰片', '熊胆', '红花', '当归']"
癃闭舒片,"['补骨脂', '益母草', '金草', '海金沙', '琥珀', '山慈姑']"
潞党参口服液,['潞党参']
擦癣药水,"['百部', '斑蝥', '大枫子', '紫荆', '花椒']"
藏青果颗粒,['西青果']
肝肾膏,"['女贞子', '熟地黄', '墨早莲', '桑叶', '玉竹']"
痫愈胶囊,"['天麻', '僵蚕', '酸枣仁', '黄芪', '党参', '丹参', '远志', '石菖蒲', '钩藤', '当归', '郁金', '白附子味']"
猴菇饮,['本品为猴头菇经提取制成的口服液']
痛经宝颗粒,"['红花', '当归', '肉桂', '莪术', '丹参', '灵脂', '木香', '延胡索']"
参茸强肾片,"['人参', '鹿茸', '鹿肾', '牛肾', '海狗肾', '黄芪', '当归', '肉苁蓉', '阳起石', '枸杞子', '杜仲', '附片', '菟丝子', '熟地黄', '淫羊藿', '韭菜子', '硬脂酸镁']"
胃刻宁片,"['白屈菜', '黄柏', '海螵蛸', '白矾', '薄荷脑']"
胃炎宁颗粒,"['檀香', '肉桂', '甘草', '薏苡仁', '术香', '赤小豆', '山楂', '细辛', '鸡内金', '乌梅']"
胃药胶囊,"['延胡索', '枯矾', '海螵蛸', '鸡蛋壳', '青木香', '珍珠母']"
胃复宁胶囊,"['麦芽', '神曲', '颠茄浸膏', '鸡蛋壳']"
胃康胶囊,"['白及', '海螵蛸', '黄芪', '白芍', '香附', '乳香', '鸡内金', '百草霜', '鸡蛋壳']"
咳速停胶囊,"['枇杷叶', '麻黄', '罂粟壳', '桔梗', '桑白', '吉祥草', '百尾草', '虎耳草', '黄精']"
归芪口服液,"['黄芪', '当归']"
四香祛湿丸,"['沉香', '红花', '川楝子', '降香', '石膏', '栀子', '檀香', '草果仁', '益智仁', '诃子', '水牛角浓缩粉', '海金沙', '决明子', '枫香脂', '丁香', '地锦草', '白巨胜', '火麻仁', '肉豆蔻', '珍珠', '青术香', '荜茇', '肉桂', '木香', '黑巨胜', '甘草', '牛胆膏', '银朱']"
白脉软膏,"['姜黄', '肉豆蔻', '甘松', '阳起石', '甘草', '麝香', '山柰', '藏茴香', '藏菖蒲', '花椒', '碱花']"
宁神补心片,"['丹参', '熟地黄', '生地黄', '女贞子', '旱莲草', '珍珠母', '石菖蒲', '首乌藤', '合欢', '味子']"
耳聋丸,"['龙胴', '黄柏', '大黄', '栀子', '石菖蒲', '当归', '芦荟', '黄芩', '黄连']"
地牡宁神口服液,"['熟地黄', '枸杞子', '龙骨', '牡蛎', '女贞子', '山茱萸', '味子', '知母', '玄参', '炙甘草']"
西瓜霜润喉片,"['西瓜霜', '冰片', '薄荷素油', '薄荷脑']"
达立通颗粒,"['柴胡', '枳实', '木香', '清夏', '蒲公英', '山楂', '焦槟榔']"
伤科灵,"['抓地虎', '白及', '见血飞', '马鞭草', '仙鹤草', '铁筷子', '草乌', '莪术', '山豆根']"
血复生胶囊,"['黄芪', '当归', '白芍', '熟地黄', '川芎', '女贞子', '墨旱莲', '茯苓', '天花粉', '牡丹', '泽泻', '川牛膝', '甘草']"
冰黄肤乐软膏,"['大黄', '姜黄', '硫黄', '黄芩', '甘草', '冰片', '薄荷脑']"
安坤赞育丸,"['阿胶', '艾叶', '白芍', '白术', '白薇', '北沙参', '鳖甲', '补骨脂', '柴胡', '沉香', '赤石脂', '川牛膝', '川芎', '丹参', '当归', '地黄', '杜仲', '茯苓', '甘草', '藁本', '枸杞子', '龟甲', '红花', '琥珀味']"
妇宁颗粒,"['益母草', '党参', '当归', '熟地', '白芍', '川芎', '白术', '香附', '茯苓', '术香', '阿胶', '砂仁', '沉香', '川牛膝', '黄芩', '甘草']"
妇宝颗粒,"['地黄', '忍冬藤', '续断', '杜仲叶', '麦冬', '川楝子', '白芍', '延胡索', '甘草', '侧柏叶', '莲房', '大血藤']"
抗妇炎胶囊,"['稻秀', '杠板妇', '苦参', '连翘', '当归']"
抗痨胶囊,"['矮地茶', '百部', '穿破石', '指毛桃', '白及', '桑白']"
芪苈强心胶囊,"['黄苠', '人参', '附子', '丹参', '葶苈子', '泽泻', '玉竹', '桂枝', '红花']"
克泻胶囊,"['番石榴叶', '黄连', '茯苓', '山楂', '麦芽', '神曲', '黄连', '白芍', '泽泻']"
杜仲补天素片,"['杜仲', '远志', '泽泻', '淫羊藿', '金樱子', '柏子仁', '甘草', '菟丝子', '当归', '牡丹', '黄芪', '茯苓', '砂仁', '山荣萸', '党参', '肉苁蓉', '莲子', '白芍', '熟地黄', '白术', '女贞子', '巴戟天', '枸杞子']"
通络祛痛膏,"['当归', '川芎', '红花', '山柰']"
黄栀花口服液,"['黄芩', '金银花', '栀子', '大黄']"
骨刺胶囊,"['昆布', '骨碎补', '党参', '桂枝', '威灵仙', '牡蛎', '杜仲叶', '鸡血藤', '附片', '制川乌', '制草乌', '延胡索', '白芍', '马子粉']"
香砂和胃丸,"['木香', '厚朴', '广霍香', '麦芽', '白术', '甘草', '砂仁', '香附', '山楂', '莱服子', '茯苓', '党参', '枳壳', '神曲', '苍术', '夏曲']"
复方灵芝健脑胶囊,"['灵芝', '制何首乌', '枸杞子', '淫羊藿', '酸枣仁', '远志', '当归']"
冠心舒通胶囊,"['广枣', '丹参', '丁香', '冰片', '天竺黄']"
祛痰止咳颗粒,"['党参', '水夏', '芫花', '甘遂', '紫花杜鹃', '明矾']"
根痛平颗粒,"['白芍', '葛根', '续继', '狗脊', '伸筋草', '桃仁', '红花', '乳香', '牛膝味']"
速效牙痛宁酊,"['芫花根', '地骨']"
夏天无胶囊,['夏天无']
铁笛片,"['麦冬', '玄参', '瓜蒌', '诃子', '青果', '凤凰衣', '桔梗', '浙贝母', '甘草']"
脑血疏口服液,"['黄芪', '水蛭', '石菖蒲', '牛膝', '牡丹', '大黄', '川芎']"
益心通脉颗粒,"['黄芪', '人参', '北沙参', '玄参', '丹参', '川芎']"
麻杏甘石合剂,"['麻黄', '苦杏仁', '石膏', '甘草']"
鹿丹芪胶囊,"['鹿衔草', '何首乌', '丹参', '泽泻', '葛根', '决明于', '黄芪', '赤芍', '苦参', '甘草', '延胡索', '山楂']"
清热消炎宁胶囊,[]
清燥润肺合剂,"['桑叶', '黑芝麻', '苦杏仁', '石膏', '阿胶', '北沙参', '甘草', '麦冬', '枇杷叶']"
添精补肾膏,"['党参', '黄芪', '肉苁蓉', '巴戟天', '锁阳', '鹿角胶', '远志', '茯苓', '熟地黄', '杜仲', '川牛膝', '淫羊藿', '狗脊', '当归', '枸杞子', '龟甲胶']"
深海龙胶囊,"['海龙', '海马', '鹿茸', '羊鞭', '蛇床子', '淫羊藿', '肉苁蓉', '味子', '人参', '黄芪', '大枣', '茯苓', '砂仁', '干姜', '附片', '当归', '熟地黄', '天冬', '麦冬', '枸杞子', '桃仁', '水蛭', '牡丹', '牛膝', '甘草']"
颈痛灵药酒,"['熟地黄', '何首乌', '黑芝麻', '当归', '丹参', '黄芪', '天麻', '葛根', '千年健', '地枫', '枸杞子', '白芍', '骨碎补', '威灵仙', '狗脊', '蛇蜕', '桂枝', '牛膝', '木瓜', '乳香', '投药', '槲寄生', '甘草', '人参', '鹿茸', '麝香']"
维儿康洗液,"['山银花', '黄芪', '紫草', '蜂蜜']"
葛芪胶囊,"['葛根', '夜关门', '金莽麦', '黄芪', '杜仲', '淫羊藿', '地黄', '玄参', '天花粉', '人参']"
紫雪散,"['水牛角浓缩粉', '羚羊角', '麝香石膏', '寒水石', '滑石', '玄参', '朱砂', '磁石', '木香', '沉香', '丁香', '芒硝', '硝石', '甘草']"
舒康洗液,['山楂核精']
番泻叶颗粒,['番泻叶']
脾舒宁颗粒,"['茯苓', '山楂']"
强身健脑片,"['人参', '当归', '茯苓', '地黄', '熟地黄', '鹿茸', '白芍', '甘草', '川芎', '猪脑提取物', '柏子仁', '味子', '肉苁蓉', '酸枣仁']"
疏痛安涂膜剂,"['透骨草', '红花', '伸筋草', '薄荷脑']"
蓝花药,"['硼砂', '冰片', '青黛', '玄明粉', '滑石粉', '琥珀', '枯矾', '石膏', '儿茶', '胡黄连']"
雷公藤片,['雷公藤']
蜂皇胎胶囊,"['蜂皇幼虫冻干粉', '磷酸氢钙']"
愈伤灵胶囊,"['当归', '红花', '黄瓜子', '落新妇提取药物', '土鳖虫', '自然铜', '续断', '冰片']"
腰痛片,"['杜仲叶', '补骨脂', '续断', '当归', '白术', '牛膝', '肉桂', '乳香', '狗脊', '赤芍', '泽泻', '土鳖虫']"
鲜竹沥口服液,"['鲜竹沥', '鱼腥草', '枇杷叶', '桔梗', '生夏', '生姜', '薄荷油']"
精乌胶囊,"['制何首乌', '黄精', '女贞子', '墨旱莲']"
慢肝宁胶囊,"['熟地黄', '制何首乌', '枸杞子', '川楝子', '郁金', '丹参', '当归', '垂盆草', '鸡骨草', '党参', '北沙参', '麦冬', '地黄', '麦芽', '柴胡']"
熄风通络头痛片,"['川芎', '丹参', '郁金', '制白附子', '人工牛黄', '天麻', '白芍']"
熊胆开明片,"['熊胆粉', '石决明', '菊花', '枸杞子', '泽泻']"
天然胡萝卜素胶丸,"['天然争胡萝卜素', '明胶', '甘油']"
五加参颗粒,"['金银花', '鸡蛋花', '术棉花', '槐花', '葛花', '甘草']"
牛黄清火丸,"['大黄', '黄芩', '桔梗', '丁香', '人工牛黄', '冰片', '雄黄', '薄荷脑', '蜂蜜']"
升华红黑丸,"['红丸：巴豆', '郁金', '知母', '黄芩', '朱砂', '黑丸：巴豆', '郁金', '厚朴', '黄连', '百草霜', '木香']"
风湿灵片,"['制川鸟', '制草乌', '防己', '防风', '续断', '牛膝', '桂枝', '威灵仙', '老鹳草']"
心力丸,"['人参', '附片', '蟾酥', '麝香', '红花', '冰片', '灵芝', '珍珠', '人工牛黄']"
心脑舒口服液,"['人参', '麦冬', '党参', '黄芪', '味子']"
益脑胶囊,"['人参', '灵芝', '党参', '茯苓', '龟甲胶', '石菖蒲', '麦冬', '龙骨', '远志', '味子']"
烧伤净喷雾剂,"['倍子', '诃子', '北刘寄奴', '苦参', '桉叶']"
消食健脾丸,"['党参', '白术', '草豆蔻', '白扁豆', '茯苓', '枳壳', '麦芽', '木香', '甘草', '山楂']"
调胃舒肝丸,"['砂仁', '山楂', '香附', '甘草', '厚朴', '枳壳', '柴胡', '木香', '豆蔻仁', '郁金', '片姜黄']"
通迪胶囊,"['紫金莲', '大青木香', '叶莲', '鸡屎藤', '细辛']"
参茸保胎丸,"['党参', '香附', '艾叶', '熟地黄', '甘草', '川芎', '鹿茸', '砂仁', '龙眼肉', '茯苓', '白术', '白芍', '当归', '羌活', '杜仲', '化橘红', '菟丝子', '黄芩', '阿胶', '桑寄生', '续断', '川贝母']"
胃舒片,"['鸡蛋壳', '天花粉', '浙贝母']"
龙香平喘胶囊,"['穿山龙', '厚朴', '芸香草和麻黄']"
东方活血膏,"['生川乌', '生草乌', '细辛', '天麻', '全蝎', '羌活', '独活', '檀香', '红花', '穿山甲', '当归', '川芎', '血竭', '自然铜', '木鳖子', '黑木耳', '冰片', '石膏', '金银花', '金针菇', '蘑菇', '白矾', '狗骨', '雄黄', '儿荼']"
四味通络胶囊,"['丹参', '海藻提取物', '山楂']"
百咳静颗粒,"['黄芩', '百部', '前胡', '紫苏子', '苦杏仁', '葶苈子', '桑白', '清夏', '桔梗', '麻黄', '瓜蒌仁味']"
当归腹痛宁滴丸,['当归挥发油']
虫草清肺胶囊,"['冬虫夏草', '沙棘膏', '蛤蚧', '南味子', '百部', '白及', '百合', '枇杷叶', '叶草', '牡蛎']"
同仁乌鸡白凤丸,"['乌鸡', '人参', '牡蛎', '当归', '熟地黄', '香附', '银柴胡']"
回心康片,"['回草', '钩藤', '何首乌', '山楂', '黄芪', '甘草']"
伤乐气雾剂,"['川芎', '当归', '丹参', '白芷', '黄柏']"
安神养心丸,"['熟地黄', '白术', '甘草', '石菖蒲', '茯苓', '琥珀', '川芎', '党参', '白芍', '当归', '黄苠', '酸枣仁', '远志']"
妇康宁片,"['白芍', '党参', '香附', '艾叶', '益母草', '当归', '麦冬']"
红色正金软膏,"['薄荷脑', '樟脑', '丁香罗勒油', '薄荷油', '樟油', '肉桂油', '桉油']"
抗感冒颗粒,"['金银花', '连翘', '黄芩', '青蒿', '荆芥', '防风', '桔梗', '甘草', '板蓝根']"
克伤痛搽剂,"['当归', '川芎', '红花', '丁香', '生姜', '樟脑', '松油']"
芪蛭降糖胶囊,"['黄芪', '生地黄', '黄精', '水蛭']"
小儿解表止咳口服液,"['麻黄', '京夏', '青黛', '杏仁水', '百部', '葶苈子', '瓜蒌', '大青叶', '板蓝根', '浙贝母', '矮地茶']"
山东阿胶膏,"['阿胶', '党参', '黄芪', '白术', '枸杞子', '甘草', '白芍']"
川贝银耳糖浆,"['川贝母', '银耳', '雪梨清膏']"
五味清浊散,"['石榴', '红花', '豆蔻', '肉桂', '荜茇']"
止咳桃花散,"['川贝母', '麝香', '冰片', '薄荷', '朱砂', '石膏']"
寒痹停片,"['马子', '乳香', '生地黄', '青风藤', '川乌', '淫羊藿', '草乌', '薏苡仁', '乌梢蛇']"
富血口服液,"['猪血提取物', '蜂蜜']"
遐龄颗粒,"['制何首乌', '枸杞子', '山楂', '黄精', '菟丝子', '菊花', '黑芝麻', '楮实子', '桑葚清膏']"
强力天麻杜仲胶囊,"['天麻', '杜仲', '制草乌', '附子', '羌活', '独活', '藁本', '当归', '地黄', '玄参', '川牛膝', '槲寄生']"
疏风活络片,"['马子', '秦艽', '麻黄', '防风', '桂枝', '虎杖', '菝葜', '甘草', '木瓜', '桑寄生']"
强筋健骨丸,"['川乌', '草乌', '马子', '续断', '木瓜', '川牛膝', '天南星', '党参', '石斛', '钩藤']"
蜈黛软膏,"['蜈蚣', '蛇床子', '硫黄', '白矾', '浙贝母', '青黛', '黄柏', '山慈菇', '倍子', '冰片', '荆芥', '莪术']"
暖宫七味丸,"['白豆蔻', '天冬', '手掌参', '沉香', '肉豆蔻', '黄精', '丁香']"
感冒疏风片,"['麻黄绒', '白芍', '桔梗', '大枣', '苦杏仁', '紫苏叶', '独活', '生姜', '桂枝', '防风', '甘草', '谷芽']"
新力正骨喷雾剂,"['川乌', '草乌', '川芎', '乳香', '威灵仙', '丁香', '栀子', '大黄', '黄柏', '海风藤', '续断', '土鳖虫', '当归', '莪术', '牛膝', '降香', '独活', '红花', '蒲公英', '枫荷桂', '白芷', '小罗伞', '大罗伞', '小驳骨', '细辛', '千拔', '杜仲', '大驳骨', '鹰不扑', '大力', '救必应', '丢了棒', '走马胎', '樟脑', '薄荷脑', '徐长卿', '木香', '鸡骨香']"
慈丹胶囊,"['莪术', '山慈菇', '马子粉', '蜂房', '鸦胆子', '人工牛黄', '僵蚕', '丹参', '黄芪', '当归', '冰片']"
豨桐胶囊,"['豨莶草', '臭梧桐叶']"
慢肝解郁胶囊,"['当归', '白芍', '柴胡', '茯苓', '白术', '甘草', '薄荷', '丹参', '麦芽', '香橼', '川楝子', '延胡索']"
赛胃安胶囊,"['冰片', '石膏']"
熊胆粉滴眼液,['熊胆粉']
镇江膏药,"['乌梢蛇', '羌活', '防风', '芥子', '独活', '当归', '醉仙桃', '血余', '马子', '麻黄', '巴豆', '白芷', '红花', '桃仁', '蜣螂虫', '生川乌', '生草乌', '天南星', '肉桂', '土鳖虫蜈蚣']"
藏茵陈片,['藏茵陈']
螺旋藻片,['螺旋藻']
藤黄健骨丸,"['熟地黄', '鹿衔草', '骨碎补', '肉苁蓉', '淫羊藿', '鸡血藤', '莱菔子', '蜂蜜']"
蟾酥注射液,['蟾酥']
麝香壮骨膏,"['角茴香', '山柰', '生川乌', '生草乌', '麻黄', '白芷', '苍术', '当归', '干姜', '麝香', '薄荷脑', '樟脑', '冰片', '豹骨', '水杨酸甲酯', '盐酸苯海拉明', '硫酸软骨素']"
通窍耳聋丸,"['柴胡', '龙胆', '芦荟', '熟大黄', '黄芩', '青黛', '栀子', '天南星', '当归', '木香']"
黄龙咳喘胶囊,"['黄芪', '地龙', '射干', '麻黄', '葶苈子', '桔梗', '鱼腥革', '淫洋藿', '血楂']"
黄花杜鹃油滴丸,['烈香杜鹃']
骨刺消痛液,"['川乌', '草乌', '麻黄', '桂枝', '独活', '铁丝威灵仙', '红花', '当归', '川芎', '乌梅', '木瓜', '牛膝']"
复方无花果含片,"['无花果', '土牛膝', '金银花', '牡丹', '射干', '麦冬', '南沙参', '甘草']"
便通胶囊,"['白术', '肉苁蓉', '当归', '桑葚', '枳实', '芦荟']"
顺气化痰颗粒,"['黄荆子', '松塔', '车前草', '甘草', '氨茶碱', '马来酸氯苯那敏']"
保和颗粒,"['山楂', '茯苓', '莱菔子', '神曲', '麦芽', '连翘']"
服保胎丸,"['黄芪', '艾叶', '白术', '白芍', '当归', '黄芩', '砂仁', '熟地黄', '槲寄生', '荆芥穗', '菟丝子', '厚朴']"
食消饮,"['山楂', '麦芽', '神曲', '瓜蒌', '莱菔子', '香橼', '槟榔', '紫苏叶', '薄荷油']"
胆石片,"['牛胆水', '火硝', '鸡内金', '枳壳', '香附', '木香', '延胡索', '黄连', '白术', '吴莱萸', '高良姜', '山楂']"
脉络宁口服液,"['牛膝', '玄参', '石斛', '金银花']"
宫血宁胶囊,['重楼']
冠心静片,"['丹参', '玉竹', '冰片', '赤芍', '川芎', '人参', '红花', '苏合香']"
祛风湿膏,"['生附子', '生草马', '桂枝', '白芷', '水菖蒲', '生夏', '姜黄', '紫荆', '续断', '苍术', '骨碎补', '生天南星', '丁香', '松香', '冰片']"
